Type,Md1,Md2,Md3,Md4,Mc1,Mc2,Mc3,Md5,Md6,Mc4,Mc5
A30-2-493,0,1,0,0,1,1,0,0,0,0,0
A30-2-494,0,0,0,1,1,1,0,0,0,0,0
A30-2-495,0,1,0,1,1,1,0,0,0,0,0
A30-2-496,0,0,0,0,1,1,0,0,0,0,0
A30-2-497,0,1,0,1,1,1,0,0,0,0,0
A30-2-498,0,0,0,0,1,1,0,0,1,0,0
A30-2-499,0,0,0,0,1,1,0,0,0,0,0
A30-2-5,0,1,0,1,1,1,0,1,0,0,0
A30-2-50,0,0,0,1,1,1,0,1,0,0,0
A30-2-500,0,1,0,0,1,1,0,0,0,0,0
A30-2-501,0,0,0,1,1,1,0,0,1,0,0
A30-2-502,0,1,0,1,1,1,0,0,0,0,0
A30-2-503,0,0,0,0,1,1,0,0,1,0,0
A30-2-504,0,0,0,1,1,1,0,1,0,0,0
A30-2-505,0,0,0,1,1,1,0,0,0,0,0
A30-2-506,0,0,0,0,1,1,0,0,0,0,0
A30-2-507,0,0,0,0,1,1,0,0,1,0,0
A30-2-508,0,0,0,1,1,1,0,1,1,0,0
A30-2-509,0,0,0,1,1,1,0,1,1,0,0
A30-2-51,0,0,0,1,1,1,0,0,1,0,0
A30-2-510,0,1,0,1,1,1,0,1,0,0,0
A30-2-511,0,1,0,0,1,1,0,0,1,0,0
A30-2-512,0,1,0,0,1,1,0,1,0,0,0
A30-2-513,0,1,0,0,1,1,0,0,0,0,0
A30-2-514,0,0,0,1,1,1,0,1,0,0,0
A30-2-515,0,0,0,0,1,1,0,0,1,0,0
A30-2-516,0,0,0,0,1,1,0,0,0,0,0
A30-2-517,0,1,0,1,1,1,0,1,0,0,0
A30-2-518,0,1,0,0,1,1,0,0,1,0,0
A30-2-519,0,1,0,0,1,1,0,0,1,0,0
A30-2-52,0,0,0,0,1,1,0,1,1,0,0
A30-2-520,0,0,0,0,1,1,0,0,0,0,0
A30-2-521,0,0,0,0,1,1,0,0,0,0,0
A30-2-522,0,0,0,0,1,1,0,1,0,0,0
A30-2-523,0,1,0,1,1,1,0,0,0,0,0
A30-2-524,0,0,0,0,1,1,0,0,1,0,0
A30-2-525,0,1,0,1,1,1,0,0,0,0,0
A30-2-526,0,0,0,1,1,1,0,0,0,0,0
A30-2-527,0,1,0,0,1,1,0,1,0,0,0
A30-2-528,0,0,0,0,1,1,0,0,1,0,0
A30-2-529,0,1,0,1,1,1,0,0,0,0,0
A30-2-53,0,1,0,1,1,1,0,1,1,0,0
A30-2-530,0,1,0,1,1,1,0,1,1,0,0
A30-2-531,0,0,0,0,1,1,0,0,1,0,0
A30-2-532,0,0,0,0,1,1,0,1,1,0,0
A30-2-533,0,0,0,1,1,1,0,1,1,0,0
A30-2-534,0,1,0,0,1,1,0,1,0,0,0
A30-2-535,0,0,0,0,1,1,0,0,1,0,0
A30-2-536,0,0,0,1,1,1,0,0,0,0,0
A30-2-537,0,1,0,1,1,1,0,0,1,0,0
A30-2-538,0,0,0,1,1,1,0,1,0,0,0
A30-2-539,0,1,0,1,1,1,0,1,0,0,0
A30-2-54,0,0,0,0,1,1,0,1,0,0,0
A30-2-540,0,1,0,0,1,1,0,0,1,0,0
A30-2-541,0,1,0,1,1,1,0,0,1,0,0
A30-2-542,0,0,0,0,1,1,0,1,0,0,0
A30-2-543,0,1,0,0,1,1,0,0,0,0,0
A30-2-544,0,1,0,1,1,1,0,0,1,0,0
A30-2-545,0,1,0,0,1,1,0,1,1,0,0
A30-2-546,0,1,0,0,1,1,0,0,0,0,0
A30-2-547,0,1,0,1,1,1,0,0,1,0,0
A30-2-548,0,1,0,1,1,1,0,1,0,0,0
A30-2-549,0,1,0,1,1,1,0,0,0,0,0
A30-2-55,0,1,0,1,1,1,0,1,0,0,0
A30-2-550,0,1,0,0,1,1,0,1,1,0,0
A30-2-551,0,1,0,0,1,1,0,0,0,0,0
A30-2-552,0,0,0,0,1,1,0,0,0,0,0
A30-2-553,0,0,0,0,1,1,0,0,0,0,0
A30-2-554,0,1,0,0,1,1,0,1,0,0,0
A30-2-555,0,1,0,0,1,1,0,0,0,0,0
A30-2-556,0,1,0,0,1,1,0,0,0,0,0
A30-2-557,0,1,0,1,1,1,0,1,1,0,0
A30-2-558,0,1,0,0,1,1,0,0,0,0,0
A30-2-559,0,1,0,0,1,1,0,0,0,0,0
A30-2-56,0,1,0,1,1,1,0,0,0,0,0
A30-2-560,0,1,0,0,1,1,0,1,1,0,0
A30-2-561,0,0,0,1,1,1,0,1,0,0,0
A30-2-562,0,1,0,1,1,1,0,0,0,0,0
A30-2-563,0,1,0,0,1,1,0,1,1,0,0
A30-2-564,0,0,0,1,1,1,0,0,1,0,0
A30-2-565,0,1,0,0,1,1,0,0,0,0,0
A30-2-566,0,0,0,0,1,1,0,0,0,0,0
A30-2-567,0,0,0,1,1,1,0,1,1,0,0
A30-2-568,0,0,0,1,1,1,0,1,0,0,0
A30-2-569,0,1,0,1,1,1,0,0,1,0,0
A30-2-57,0,0,0,1,1,1,0,0,0,0,0
A30-2-570,0,0,0,1,1,1,0,0,0,0,0
A30-2-571,0,0,0,1,1,1,0,1,0,0,0
A30-2-572,0,1,0,1,1,1,0,1,0,0,0
A30-2-573,0,1,0,1,1,1,0,0,0,0,0
A30-2-574,0,1,0,1,1,1,0,1,0,0,0
A30-2-575,0,0,0,1,1,1,0,1,0,0,0
A30-2-576,0,1,0,1,1,1,0,0,0,0,0
A30-2-577,0,1,0,0,1,1,0,1,1,0,0
A30-2-578,0,1,0,1,1,1,0,0,1,0,0
A30-2-579,0,1,0,1,1,1,0,0,0,0,0
A30-2-58,0,1,0,0,1,1,0,0,1,0,0
A30-2-580,0,0,0,0,1,1,0,0,1,0,0
A30-2-581,0,1,0,0,1,1,0,0,1,0,0
A30-2-582,0,0,0,1,1,1,0,1,0,0,0
A30-2-583,0,0,0,1,1,1,0,1,1,0,0
A30-2-584,0,0,0,1,1,1,0,1,1,0,0
A30-2-585,0,1,0,1,1,1,0,1,0,0,0
A30-2-586,0,0,0,1,1,1,0,0,1,0,0
A30-2-587,0,0,0,1,1,1,0,1,0,0,0
A30-2-588,0,0,0,0,1,1,0,0,0,0,0
A30-2-589,0,1,0,1,1,1,0,1,0,0,0
A30-2-59,0,1,0,1,1,1,0,1,1,0,0
A30-2-590,0,0,0,1,1,1,0,1,1,0,0
A30-2-591,0,1,0,0,1,1,0,0,1,0,0
A30-2-592,0,0,0,0,1,1,0,1,1,0,0
A30-2-593,0,1,0,0,1,1,0,1,0,0,0
A30-2-594,0,1,0,0,1,1,0,1,1,0,0
A30-2-595,0,1,0,1,1,1,0,1,0,0,0
A30-2-596,0,1,0,1,1,1,0,0,0,0,0
A30-2-597,0,0,0,0,1,1,0,0,1,0,0
A30-2-598,0,1,0,0,1,1,0,0,1,0,0
A30-2-599,0,1,0,1,1,1,0,0,1,0,0
A30-2-6,0,0,0,0,1,1,0,1,0,0,0
A30-2-60,0,0,0,0,1,1,0,0,0,0,0
A30-2-600,0,0,0,0,1,1,0,1,1,0,0
A30-2-601,0,1,0,1,1,1,0,1,0,0,0
A30-2-602,0,0,0,1,1,1,0,0,1,0,0
A30-2-603,0,1,0,1,1,1,0,1,1,0,0
A30-2-604,0,0,0,1,1,1,0,0,1,0,0
A30-2-605,0,1,0,1,1,1,0,0,0,0,0
A30-2-606,0,0,0,1,1,1,0,0,1,0,0
A30-2-607,0,0,0,0,1,1,0,0,0,0,0
A30-2-608,0,0,0,1,1,1,0,0,0,0,0
A30-2-609,0,0,0,0,1,1,0,1,1,0,0
A30-2-61,0,0,0,0,1,1,0,0,0,0,0
A30-2-610,0,0,0,0,1,1,0,1,0,0,0
A30-2-611,0,1,0,0,1,1,0,1,1,0,0
A30-2-612,0,0,0,1,1,1,0,1,0,0,0
A30-2-613,0,0,0,0,1,1,0,0,1,0,0
A30-2-614,0,0,0,0,1,1,0,1,1,0,0
A30-2-615,0,1,0,0,1,1,0,0,1,0,0
A30-2-616,0,1,0,0,1,1,0,0,0,0,0
A30-2-617,0,0,0,0,1,1,0,0,0,0,0
A30-2-618,0,1,0,1,1,1,0,1,0,0,0
A30-2-619,0,0,0,1,1,1,0,1,0,0,0
A30-2-62,0,1,0,0,1,1,0,0,1,0,0
A30-2-620,0,1,0,0,1,1,0,1,0,0,0
A30-2-621,0,1,0,1,1,1,0,1,1,0,0
A30-2-622,0,0,0,0,1,1,0,1,0,0,0
A30-2-623,0,0,0,0,1,1,0,0,1,0,0
A30-2-624,0,1,0,1,1,1,0,1,1,0,0
A30-2-625,0,1,0,0,1,1,0,1,0,0,0
A30-2-626,0,1,0,1,1,1,0,0,1,0,0
A30-2-627,0,0,0,0,1,1,0,1,0,0,0
A30-2-628,0,1,0,0,1,1,0,1,0,0,0
A30-2-629,0,0,0,1,1,1,0,1,1,0,0
A30-2-63,0,0,0,1,1,1,0,0,1,0,0
A30-2-630,0,1,0,1,1,1,0,1,0,0,0
A30-2-631,0,0,0,0,1,1,0,1,1,0,0
A30-2-632,0,0,0,0,1,1,0,1,1,0,0
A30-2-633,0,0,0,0,1,1,0,0,0,0,0
A30-2-634,0,1,0,1,1,1,0,1,1,0,0
A30-2-635,0,0,0,0,1,1,0,0,0,0,0
A30-2-636,0,0,0,0,1,1,0,1,1,0,0
A30-2-637,0,1,0,1,1,1,0,0,0,0,0
A30-2-638,0,0,0,0,1,1,0,0,0,0,0
A30-2-639,0,0,0,0,1,1,0,1,0,0,0
A30-2-64,0,0,0,0,1,1,0,0,0,0,0
A30-2-640,0,1,0,1,1,1,0,0,0,0,0
A30-2-641,0,0,0,0,1,1,0,1,1,0,0
A30-2-642,0,0,0,1,1,1,0,0,0,0,0
A30-2-643,0,1,0,1,1,1,0,0,0,0,0
A30-2-644,0,0,0,1,1,1,0,1,0,0,0
A30-2-645,0,0,0,1,1,1,0,0,1,0,0
A30-2-646,0,1,0,1,1,1,0,0,0,0,0
A30-2-647,0,1,0,1,1,1,0,0,0,0,0
A30-2-648,0,0,0,0,1,1,0,0,1,0,0
A30-2-649,0,0,0,1,1,1,0,0,1,0,0
A30-2-65,0,0,0,0,1,1,0,1,0,0,0
A30-2-650,0,0,0,1,1,1,0,1,1,0,0
A30-2-651,0,0,0,0,1,1,0,1,0,0,0
A30-2-652,0,0,0,0,1,1,0,0,0,0,0
A30-2-653,0,1,0,0,1,1,0,1,1,0,0
A30-2-654,0,1,0,1,1,1,0,0,1,0,0
A30-2-655,0,1,0,1,1,1,0,1,0,0,0
A30-2-656,0,1,0,1,1,1,0,0,1,0,0
A30-2-657,0,1,0,1,1,1,0,0,1,0,0
A30-2-658,0,0,0,1,1,1,0,1,1,0,0
A30-2-659,0,0,0,1,1,1,0,1,1,0,0
A30-2-66,0,0,0,1,1,1,0,0,1,0,0
A30-2-660,0,0,0,1,1,1,0,1,0,0,0
A30-2-661,0,1,0,0,1,1,0,1,0,0,0
A30-2-662,0,0,0,1,1,1,0,0,0,0,0
A30-2-663,0,1,0,0,1,1,0,0,1,0,0
A30-2-664,0,1,0,0,1,1,0,1,1,0,0
A30-2-665,0,0,0,1,1,1,0,0,1,0,0
A30-2-666,0,0,0,1,1,1,0,0,1,0,0
A30-2-667,0,1,0,0,1,1,0,0,0,0,0
A30-2-668,0,1,0,0,1,1,0,0,0,0,0
A30-2-669,0,0,0,0,1,1,0,1,1,0,0
A30-2-67,0,0,0,0,1,1,0,1,1,0,0
A30-2-670,0,0,0,1,1,1,0,1,0,0,0
A30-2-671,0,0,0,1,1,1,0,0,0,0,0
A30-2-672,0,0,0,0,1,1,0,0,1,0,0
A30-2-673,0,1,0,0,1,1,0,1,1,0,0
A30-2-674,0,1,0,1,1,1,0,1,1,0,0
A30-2-675,0,1,0,1,1,1,0,0,1,0,0
A30-2-676,0,0,0,0,1,1,0,1,1,0,0
A30-2-677,0,1,0,0,1,1,0,1,0,0,0
A30-2-678,0,0,0,0,1,1,0,0,0,0,0
A30-2-679,0,0,0,0,1,1,0,1,0,0,0
A30-2-68,0,1,0,1,1,1,0,0,1,0,0
A30-2-680,0,0,0,0,1,1,0,0,0,0,0
A30-2-681,0,0,0,1,1,1,0,1,1,0,0
A30-2-682,0,1,0,1,1,1,0,0,0,0,0
A30-2-683,0,0,0,0,1,1,0,0,0,0,0
A30-2-684,0,1,0,0,1,1,0,0,1,0,0
A30-2-685,0,0,0,0,1,1,0,1,1,0,0
A30-2-686,0,1,0,0,1,1,0,0,0,0,0
A30-2-687,0,1,0,1,1,1,0,0,0,0,0
A30-2-688,0,1,0,0,1,1,0,1,1,0,0
A30-2-689,0,1,0,1,1,1,0,1,1,0,0
A30-2-69,0,0,0,1,1,1,0,0,0,0,0
A30-2-690,0,0,0,0,1,1,0,1,1,0,0
A30-2-691,0,1,0,0,1,1,0,0,1,0,0
A30-2-692,0,0,0,0,1,1,0,1,1,0,0
A30-2-693,0,1,0,0,1,1,0,1,0,0,0
A30-2-694,0,1,0,1,1,1,0,1,1,0,0
A30-2-695,0,0,0,1,1,1,0,0,1,0,0
A30-2-696,0,0,0,0,1,1,0,0,1,0,0
A30-2-697,0,0,0,1,1,1,0,1,0,0,0
A30-2-698,0,0,0,1,1,1,0,0,1,0,0
A30-2-699,0,0,0,1,1,1,0,1,0,0,0
A30-2-7,0,1,0,0,1,1,0,0,0,0,0
A30-2-70,0,1,0,0,1,1,0,1,1,0,0
A30-2-700,0,0,0,0,1,1,0,0,0,0,0
A30-2-701,0,0,0,1,1,1,0,1,0,0,0
A30-2-702,0,0,0,1,1,1,0,1,0,0,0
A30-2-703,0,0,0,1,1,1,0,0,1,0,0
A30-2-704,0,0,0,0,1,1,0,1,0,0,0
A30-2-705,0,0,0,0,1,1,0,1,0,0,0
A30-2-706,0,1,0,1,1,1,0,1,1,0,0
A30-2-707,0,0,0,0,1,1,0,1,1,0,0
A30-2-708,0,1,0,0,1,1,0,0,0,0,0
A30-2-709,0,1,0,1,1,1,0,0,1,0,0
A30-2-71,0,0,0,0,1,1,0,0,0,0,0
A30-2-710,0,0,0,1,1,1,0,0,0,0,0
A30-2-711,0,1,0,1,1,1,0,0,0,0,0
A30-2-712,0,0,0,1,1,1,0,0,1,0,0
A30-2-713,0,0,0,0,1,1,0,1,1,0,0
A30-2-714,0,0,0,0,1,1,0,0,1,0,0
A30-2-715,0,0,0,1,1,1,0,0,1,0,0
A30-2-716,0,0,0,1,1,1,0,1,1,0,0
A30-2-717,0,0,0,0,1,1,0,1,0,0,0
A30-2-718,0,0,0,0,1,1,0,1,1,0,0
A30-2-719,0,1,0,1,1,1,0,1,1,0,0
A30-2-72,0,1,0,0,1,1,0,1,1,0,0
A30-2-720,0,1,0,1,1,1,0,1,1,0,0
A30-2-721,0,1,0,0,1,1,0,0,0,0,0
A30-2-722,0,0,0,0,1,1,0,1,0,0,0
A30-2-723,0,1,0,1,1,1,0,1,1,0,0
A30-2-724,0,0,0,0,1,1,0,0,0,0,0
A30-2-725,0,1,0,0,1,1,0,0,1,0,0
A30-2-726,0,0,0,1,1,1,0,1,0,0,0
A30-2-727,0,0,0,1,1,1,0,0,1,0,0
A30-2-728,0,0,0,1,1,1,0,0,0,0,0
A30-2-729,0,1,0,1,1,1,0,1,1,0,0
A30-2-73,0,1,0,1,1,1,0,0,1,0,0
A30-2-730,0,1,0,1,1,1,0,1,0,0,0
A30-2-731,0,0,0,0,1,1,0,1,1,0,0
A30-2-732,0,1,0,0,1,1,0,0,0,0,0
A30-2-733,0,1,0,1,1,1,0,0,0,0,0
A30-2-734,0,1,0,1,1,1,0,1,0,0,0
A30-2-735,0,1,0,1,1,1,0,1,1,0,0
A30-2-736,0,1,0,1,1,1,0,1,0,0,0
A30-2-737,0,1,0,0,1,1,0,0,0,0,0
A30-2-738,0,0,0,1,1,1,0,0,0,0,0
A30-2-739,0,0,0,0,1,1,0,1,1,0,0
A30-2-74,0,1,0,0,1,1,0,1,1,0,0
A30-2-740,0,0,0,1,1,1,0,0,1,0,0
A30-2-741,0,1,0,0,1,1,0,1,0,0,0
A30-2-742,0,0,0,0,1,1,0,0,1,0,0
A30-2-743,0,1,0,0,1,1,0,1,1,0,0
A30-2-744,0,1,0,0,1,1,0,1,1,0,0
A30-2-745,0,1,0,0,1,1,0,1,1,0,0
A30-2-746,0,0,0,1,1,1,0,0,0,0,0
A30-2-747,0,1,0,0,1,1,0,0,1,0,0
A30-2-748,0,0,0,0,1,1,0,1,1,0,0
A30-2-749,0,1,0,1,1,1,0,0,0,0,0
A30-2-75,0,1,0,0,1,1,0,0,1,0,0
A30-2-750,0,0,0,1,1,1,0,0,1,0,0
A30-2-751,0,1,0,1,1,1,0,0,1,0,0
A30-2-752,0,1,0,0,1,1,0,1,0,0,0
A30-2-753,0,0,0,1,1,1,0,1,1,0,0
A30-2-754,0,1,0,0,1,1,0,0,1,0,0
A30-2-755,0,0,0,0,1,1,0,0,0,0,0
A30-2-756,0,1,0,0,1,1,0,0,1,0,0
A30-2-757,0,1,0,0,1,1,0,1,1,0,0
A30-2-758,0,1,0,0,1,1,0,1,0,0,0
A30-2-759,0,1,0,0,1,1,0,0,0,0,0
A30-2-76,0,1,0,0,1,1,0,1,0,0,0
A30-2-760,0,0,0,1,1,1,0,0,0,0,0
A30-2-761,0,0,0,0,1,1,0,0,0,0,0
A30-2-762,0,0,0,1,1,1,0,0,0,0,0
A30-2-763,0,0,0,1,1,1,0,1,1,0,0
A30-2-764,0,1,0,1,1,1,0,0,0,0,0
A30-2-765,0,0,0,1,1,1,0,0,0,0,0
A30-2-766,0,1,0,0,1,1,0,1,0,0,0
A30-2-767,0,0,0,0,1,1,0,0,0,0,0
A30-2-768,0,0,0,0,1,1,0,0,1,0,0
A30-2-769,0,1,0,1,1,1,0,1,1,0,0
A30-2-77,0,0,0,0,1,1,0,0,0,0,0
A30-2-770,0,0,0,1,1,1,0,1,0,0,0
A30-2-771,0,1,0,0,1,1,0,0,1,0,0
A30-2-772,0,0,0,1,1,1,0,0,0,0,0
A30-2-773,0,1,0,0,1,1,0,1,1,0,0
A30-2-774,0,1,0,1,1,1,0,1,1,0,0
A30-2-775,0,1,0,0,1,1,0,0,1,0,0
A30-2-776,0,1,0,1,1,1,0,0,1,0,0
A30-2-777,0,1,0,0,1,1,0,1,0,0,0
A30-2-778,0,1,0,0,1,1,0,1,0,0,0
A30-2-779,0,0,0,0,1,1,0,1,1,0,0
A30-2-78,0,1,0,1,1,1,0,1,1,0,0
A30-2-780,0,1,0,0,1,1,0,0,1,0,0
A30-2-781,0,1,0,1,1,1,0,1,1,0,0
A30-2-782,0,1,0,1,1,1,0,1,1,0,0
A30-2-783,0,1,0,0,1,1,0,0,1,0,0
A30-2-784,0,1,0,1,1,1,0,1,0,0,0
A30-2-785,0,1,0,1,1,1,0,1,1,0,0
A30-2-786,0,0,0,0,1,1,0,1,1,0,0
A30-2-787,0,0,0,1,1,1,0,0,0,0,0
A30-2-788,0,0,0,0,1,1,0,0,0,0,0
A30-2-789,0,1,0,1,1,1,0,0,1,0,0
A30-2-79,0,0,0,1,1,1,0,0,0,0,0
A30-2-790,0,0,0,1,1,1,0,0,1,0,0
A30-2-791,0,0,0,1,1,1,0,0,0,0,0
A30-2-792,0,1,0,0,1,1,0,1,1,0,0
A30-2-793,0,0,0,0,1,1,0,1,1,0,0
A30-2-794,0,1,0,0,1,1,0,0,0,0,0
A30-2-795,0,0,0,1,1,1,0,1,0,0,0
A30-2-796,0,0,0,0,1,1,0,1,1,0,0
A30-2-797,0,1,0,0,1,1,0,1,1,0,0
A30-2-798,0,0,0,0,1,1,0,0,0,0,0
A30-2-799,0,1,0,0,1,1,0,1,0,0,0
A30-2-8,0,0,0,1,1,1,0,0,1,0,0
A30-2-80,0,0,0,0,1,1,0,1,1,0,0
A30-2-800,0,0,0,1,1,1,0,0,0,0,0
A30-2-801,0,1,0,1,1,1,0,0,0,0,0
A30-2-802,0,0,0,0,1,1,0,0,0,0,0
A30-2-803,0,1,0,0,1,1,0,0,0,0,0
A30-2-804,0,0,0,0,1,1,0,0,0,0,0
A30-2-805,0,1,0,0,1,1,0,0,1,0,0
A30-2-806,0,0,0,0,1,1,0,1,0,0,0
A30-2-807,0,0,0,0,1,1,0,1,0,0,0
A30-2-808,0,0,0,0,1,1,0,0,0,0,0
A30-2-809,0,0,0,1,1,1,0,0,0,0,0
A30-2-81,0,1,0,1,1,1,0,0,1,0,0
A30-2-810,0,0,0,1,1,1,0,0,0,0,0
A30-2-811,0,1,0,0,1,1,0,1,0,0,0
A30-2-812,0,0,0,1,1,1,0,0,1,0,0
A30-2-813,0,1,0,1,1,1,0,1,1,0,0
A30-2-814,0,0,0,1,1,1,0,0,1,0,0
A30-2-815,0,1,0,0,1,1,0,1,1,0,0
A30-2-816,0,0,0,0,1,1,0,1,1,0,0
A30-2-817,0,0,0,1,1,1,0,1,0,0,0
A30-2-818,0,0,0,1,1,1,0,0,1,0,0
A30-2-819,0,0,0,0,1,1,0,0,1,0,0
A30-2-82,0,1,0,0,1,1,0,1,0,0,0
A30-2-820,0,1,0,0,1,1,0,0,0,0,0
A30-2-821,0,0,0,1,1,1,0,1,0,0,0
A30-2-822,0,1,0,1,1,1,0,0,0,0,0
A30-2-823,0,0,0,0,1,1,0,0,0,0,0
A30-2-824,0,0,0,1,1,1,0,1,1,0,0
A30-2-825,0,0,0,1,1,1,0,0,1,0,0
A30-2-826,0,0,0,0,1,1,0,0,1,0,0
A30-2-827,0,1,0,1,1,1,0,0,0,0,0
A30-2-828,0,1,0,1,1,1,0,1,0,0,0
A30-2-829,0,0,0,1,1,1,0,0,1,0,0
A30-2-83,0,0,0,1,1,1,0,1,0,0,0
A30-2-830,0,1,0,0,1,1,0,0,1,0,0
A30-2-831,0,1,0,1,1,1,0,1,1,0,0
A30-2-832,0,0,0,1,1,1,0,0,1,0,0
A30-2-833,0,0,0,1,1,1,0,1,1,0,0
A30-2-834,0,0,0,0,1,1,0,1,1,0,0
A30-2-835,0,1,0,1,1,1,0,0,1,0,0
A30-2-836,0,0,0,1,1,1,0,0,1,0,0
A30-2-837,0,0,0,0,1,1,0,1,1,0,0
A30-2-838,0,1,0,1,1,1,0,1,0,0,0
A30-2-839,0,1,0,0,1,1,0,1,0,0,0
A30-2-84,0,0,0,0,1,1,0,0,1,0,0
A30-2-840,0,0,0,0,1,1,0,1,0,0,0
A30-2-841,0,0,0,1,1,1,0,1,0,0,0
A30-2-842,0,1,0,0,1,1,0,0,0,0,0
A30-2-843,0,1,0,0,1,1,0,1,0,0,0
A30-2-844,0,0,0,1,1,1,0,0,1,0,0
A30-2-845,0,1,0,0,1,1,0,0,1,0,0
A30-2-846,0,1,0,1,1,1,0,1,0,0,0
A30-2-847,0,0,0,0,1,1,0,1,1,0,0
A30-2-848,0,0,0,1,1,1,0,0,1,0,0
A30-2-849,0,0,0,1,1,1,0,0,0,0,0
A30-2-85,0,1,0,0,1,1,0,1,1,0,0
A30-2-850,0,0,0,0,1,1,0,0,1,0,0
A30-2-851,0,1,0,0,1,1,0,1,1,0,0
A30-2-852,0,1,0,0,1,1,0,1,1,0,0
A30-2-853,0,0,0,0,1,1,0,0,0,0,0
A30-2-854,0,0,0,0,1,1,0,1,1,0,0
A30-2-855,0,1,0,1,1,1,0,0,0,0,0
A30-2-856,0,1,0,1,1,1,0,1,1,0,0
A30-2-857,0,0,0,1,1,1,0,1,1,0,0
A30-2-858,0,0,0,0,1,1,0,1,0,0,0
A30-2-859,0,0,0,0,1,1,0,1,1,0,0
A30-2-86,0,0,0,1,1,1,0,0,0,0,0
A30-2-860,0,1,0,1,1,1,0,1,0,0,0
A30-2-861,0,0,0,0,1,1,0,1,1,0,0
A30-2-862,0,0,0,0,1,1,0,1,1,0,0
A30-2-863,0,1,0,1,1,1,0,1,1,0,0
A30-2-864,0,0,0,0,1,1,0,0,1,0,0
A30-2-865,0,1,0,0,1,1,0,0,1,0,0
A30-2-866,0,0,0,0,1,1,0,0,0,0,0
A30-2-867,0,0,0,0,1,1,0,1,0,0,0
A30-2-868,0,0,0,1,1,1,0,1,1,0,0
A30-2-869,0,1,0,1,1,1,0,1,0,0,0
A30-2-87,0,1,0,1,1,1,0,0,0,0,0
A30-2-870,0,0,0,0,1,1,0,1,1,0,0
A30-2-871,0,1,0,1,1,1,0,0,0,0,0
A30-2-872,0,1,0,1,1,1,0,0,0,0,0
A30-2-873,0,0,0,0,1,1,0,0,1,0,0
A30-2-874,0,1,0,0,1,1,0,1,0,0,0
A30-2-875,0,1,0,1,1,1,0,1,1,0,0
A30-2-876,0,0,0,1,1,1,0,0,0,0,0
A30-2-877,0,1,0,0,1,1,0,1,0,0,0
A30-2-878,0,1,0,0,1,1,0,1,1,0,0
A30-2-879,0,0,0,0,1,1,0,0,0,0,0
A30-2-88,0,0,0,1,1,1,0,1,0,0,0
A30-2-880,0,0,0,0,1,1,0,0,0,0,0
A30-2-881,0,0,0,0,1,1,0,0,1,0,0
A30-2-882,0,0,0,1,1,1,0,1,0,0,0
A30-2-883,0,1,0,0,1,1,0,0,1,0,0
A30-2-884,0,1,0,0,1,1,0,0,0,0,0
A30-2-885,0,1,0,1,1,1,0,1,0,0,0
A30-2-886,0,0,0,1,1,1,0,1,0,0,0
A30-2-887,0,1,0,0,1,1,0,1,1,0,0
A30-2-888,0,1,0,0,1,1,0,1,1,0,0
A30-2-889,0,1,0,0,1,1,0,1,1,0,0
A30-2-89,0,1,0,1,1,1,0,0,0,0,0
A30-2-890,0,0,0,1,1,1,0,0,1,0,0
A30-2-891,0,0,0,0,1,1,0,0,1,0,0
A30-2-892,0,1,0,1,1,1,0,0,0,0,0
A30-2-893,0,1,0,1,1,1,0,0,1,0,0
A30-2-894,0,0,0,1,1,1,0,0,0,0,0
A30-2-895,0,1,0,0,1,1,0,1,1,0,0
A30-2-896,0,1,0,1,1,1,0,1,1,0,0
A30-2-897,0,1,0,0,1,1,0,1,1,0,0
A30-2-898,0,1,0,1,1,1,0,0,1,0,0
A30-2-899,0,1,0,1,1,1,0,0,0,0,0
A30-2-9,0,1,0,1,1,1,0,0,0,0,0
A30-2-90,0,0,0,0,1,1,0,0,1,0,0
A30-2-900,0,0,0,0,1,1,0,0,0,0,0
A30-2-901,0,0,0,1,1,1,0,0,0,0,0
A30-2-902,0,0,0,1,1,1,0,1,0,0,0
A30-2-903,0,1,0,1,1,1,0,0,1,0,0
A30-2-904,0,0,0,0,1,1,0,1,1,0,0
A30-2-905,0,1,0,1,1,1,0,0,0,0,0
A30-2-906,0,1,0,0,1,1,0,1,1,0,0
A30-2-907,0,0,0,0,1,1,0,0,0,0,0
A30-2-908,0,0,0,0,1,1,0,1,1,0,0
A30-2-909,0,0,0,0,1,1,0,0,1,0,0
A30-2-91,0,1,0,1,1,1,0,0,1,0,0
A30-2-910,0,1,0,1,1,1,0,1,0,0,0
A30-2-911,0,1,0,1,1,1,0,0,1,0,0
A30-2-912,0,0,0,1,1,1,0,0,0,0,0
A30-2-913,0,1,0,1,1,1,0,1,1,0,0
A30-2-914,0,0,0,0,1,1,0,1,0,0,0
A30-2-915,0,0,0,0,1,1,0,1,0,0,0
A30-2-916,0,0,0,1,1,1,0,0,0,0,0
A30-2-917,0,1,0,0,1,1,0,1,1,0,0
A30-2-918,0,1,0,1,1,1,0,1,1,0,0
A30-2-919,0,0,0,1,1,1,0,0,1,0,0
A30-2-92,0,1,0,1,1,1,0,0,0,0,0
A30-2-920,0,1,0,0,1,1,0,1,0,0,0
A30-2-921,0,0,0,1,1,1,0,0,1,0,0
A30-2-922,0,0,0,1,1,1,0,1,1,0,0
A30-2-923,0,1,0,1,1,1,0,0,0,0,0
A30-2-924,0,0,0,0,1,1,0,1,0,0,0
