Type,Md1,Md2,Md3,Md4,Mc1,Mc2,Mc3,Md5,Md6,Mc4,Mc5
M50-2-529,1,1,1,1,1,1,1,1,1,0,0
M50-2-53,1,1,0,1,1,1,1,1,1,0,0
M50-2-530,1,1,0,1,1,1,0,1,1,0,0
M50-2-531,1,1,1,1,1,1,0,1,1,0,0
M50-2-532,1,1,0,1,1,1,1,1,1,0,0
M50-2-533,1,1,0,1,1,1,1,1,1,0,0
M50-2-534,1,1,0,1,1,1,0,1,1,0,0
M50-2-535,1,1,0,1,1,1,1,1,1,0,0
M50-2-536,1,1,0,1,1,1,0,1,1,0,0
M50-2-537,1,1,1,1,1,1,1,1,1,0,0
M50-2-538,1,1,1,1,1,1,1,1,1,0,0
M50-2-539,1,1,0,1,1,1,1,1,1,0,0
M50-2-54,1,1,1,1,1,1,1,1,1,0,0
M50-2-540,1,1,1,1,1,1,1,1,1,0,0
M50-2-541,1,1,0,1,1,1,1,1,1,0,0
M50-2-542,1,1,0,1,1,1,1,1,1,0,0
M50-2-543,1,1,1,1,1,1,0,1,1,0,0
M50-2-544,1,1,1,1,1,1,0,1,1,0,0
M50-2-545,1,1,0,1,1,1,1,1,1,0,0
M50-2-546,1,1,0,1,1,1,1,1,1,0,0
M50-2-547,1,1,1,1,1,1,1,1,1,0,0
M50-2-548,1,1,1,1,1,1,1,1,1,0,0
M50-2-549,1,1,0,1,1,1,1,1,1,0,0
M50-2-55,1,1,1,1,1,1,1,1,1,0,0
M50-2-550,1,1,0,1,1,1,0,1,1,0,0
M50-2-551,1,1,0,1,1,1,1,1,1,0,0
M50-2-552,1,1,0,1,1,1,0,1,1,0,0
M50-2-553,1,1,0,1,1,1,1,1,1,0,0
M50-2-554,1,1,0,1,1,1,0,1,1,0,0
M50-2-555,1,1,1,1,1,1,0,1,1,0,0
M50-2-556,1,1,1,1,1,1,1,1,1,0,0
M50-2-557,1,1,1,1,1,1,0,1,1,0,0
M50-2-558,1,1,1,1,1,1,0,1,1,0,0
M50-2-559,1,1,0,1,1,1,0,1,1,0,0
M50-2-56,1,1,0,1,1,1,0,1,1,0,0
M50-2-560,1,1,1,1,1,1,0,1,1,0,0
M50-2-561,1,1,1,1,1,1,1,1,1,0,0
M50-2-562,1,1,1,1,1,1,1,1,1,0,0
M50-2-563,1,1,0,1,1,1,1,1,1,0,0
M50-2-564,1,1,0,1,1,1,1,1,1,0,0
M50-2-565,1,1,1,1,1,1,0,1,1,0,0
M50-2-566,1,1,1,1,1,1,1,1,1,0,0
M50-2-567,1,1,1,1,1,1,1,1,1,0,0
M50-2-568,1,1,0,1,1,1,1,1,1,0,0
M50-2-569,1,1,1,1,1,1,1,1,1,0,0
M50-2-57,1,1,1,1,1,1,1,1,1,0,0
M50-2-570,1,1,1,1,1,1,1,1,1,0,0
M50-2-571,1,1,0,1,1,1,1,1,1,0,0
M50-2-572,1,1,1,1,1,1,1,1,1,0,0
M50-2-573,1,1,0,1,1,1,1,1,1,0,0
M50-2-574,1,1,0,1,1,1,1,1,1,0,0
M50-2-575,1,1,0,1,1,1,1,1,1,0,0
M50-2-576,1,1,1,1,1,1,0,1,1,0,0
M50-2-577,1,1,0,1,1,1,1,1,1,0,0
M50-2-578,1,1,1,1,1,1,0,1,1,0,0
M50-2-579,1,1,0,1,1,1,1,1,1,0,0
M50-2-58,1,1,1,1,1,1,0,1,1,0,0
M50-2-580,1,1,0,1,1,1,0,1,1,0,0
M50-2-581,1,1,1,1,1,1,1,1,1,0,0
M50-2-582,1,1,1,1,1,1,1,1,1,0,0
M50-2-583,1,1,0,1,1,1,0,1,1,0,0
M50-2-584,1,1,0,1,1,1,0,1,1,0,0
M50-2-585,1,1,0,1,1,1,0,1,1,0,0
M50-2-586,1,1,0,1,1,1,0,1,1,0,0
M50-2-587,1,1,1,1,1,1,0,1,1,0,0
M50-2-588,1,1,1,1,1,1,1,1,1,0,0
M50-2-589,1,1,1,1,1,1,1,1,1,0,0
M50-2-59,1,1,0,1,1,1,1,1,1,0,0
M50-2-590,1,1,0,1,1,1,1,1,1,0,0
M50-2-591,1,1,1,1,1,1,0,1,1,0,0
M50-2-592,1,1,1,1,1,1,0,1,1,0,0
M50-2-593,1,1,0,1,1,1,1,1,1,0,0
M50-2-594,1,1,1,1,1,1,0,1,1,0,0
M50-2-595,1,1,1,1,1,1,0,1,1,0,0
M50-2-596,1,1,0,1,1,1,0,1,1,0,0
M50-2-597,1,1,1,1,1,1,1,1,1,0,0
M50-2-598,1,1,0,1,1,1,1,1,1,0,0
M50-2-599,1,1,0,1,1,1,0,1,1,0,0
M50-2-6,1,1,1,1,1,1,1,1,1,0,0
M50-2-60,1,1,0,1,1,1,0,1,1,0,0
M50-2-600,1,1,1,1,1,1,0,1,1,0,0
M50-2-601,1,1,0,1,1,1,0,1,1,0,0
M50-2-602,1,1,1,1,1,1,0,1,1,0,0
M50-2-603,1,1,0,1,1,1,0,1,1,0,0
M50-2-604,1,1,0,1,1,1,1,1,1,0,0
M50-2-605,1,1,1,1,1,1,1,1,1,0,0
M50-2-606,1,1,1,1,1,1,0,1,1,0,0
M50-2-607,1,1,1,1,1,1,0,1,1,0,0
M50-2-608,1,1,1,1,1,1,0,1,1,0,0
M50-2-609,1,1,1,1,1,1,0,1,1,0,0
M50-2-61,1,1,1,1,1,1,0,1,1,0,0
M50-2-610,1,1,0,1,1,1,1,1,1,0,0
M50-2-611,1,1,0,1,1,1,0,1,1,0,0
M50-2-612,1,1,0,1,1,1,1,1,1,0,0
M50-2-613,1,1,1,1,1,1,0,1,1,0,0
M50-2-614,1,1,1,1,1,1,1,1,1,0,0
M50-2-615,1,1,1,1,1,1,0,1,1,0,0
M50-2-616,1,1,0,1,1,1,1,1,1,0,0
M50-2-617,1,1,1,1,1,1,1,1,1,0,0
M50-2-618,1,1,0,1,1,1,1,1,1,0,0
M50-2-619,1,1,1,1,1,1,1,1,1,0,0
M50-2-62,1,1,1,1,1,1,1,1,1,0,0
M50-2-620,1,1,1,1,1,1,0,1,1,0,0
M50-2-621,1,1,1,1,1,1,0,1,1,0,0
M50-2-622,1,1,0,1,1,1,0,1,1,0,0
M50-2-623,1,1,0,1,1,1,1,1,1,0,0
M50-2-624,1,1,1,1,1,1,0,1,1,0,0
M50-2-625,1,1,0,1,1,1,1,1,1,0,0
M50-2-626,1,1,1,1,1,1,1,1,1,0,0
M50-2-627,1,1,0,1,1,1,1,1,1,0,0
M50-2-628,1,1,0,1,1,1,0,1,1,0,0
M50-2-629,1,1,0,1,1,1,0,1,1,0,0
M50-2-63,1,1,1,1,1,1,0,1,1,0,0
M50-2-630,1,1,1,1,1,1,1,1,1,0,0
M50-2-631,1,1,1,1,1,1,1,1,1,0,0
M50-2-632,1,1,1,1,1,1,1,1,1,0,0
M50-2-633,1,1,1,1,1,1,1,1,1,0,0
M50-2-634,1,1,0,1,1,1,0,1,1,0,0
M50-2-635,1,1,1,1,1,1,0,1,1,0,0
M50-2-636,1,1,1,1,1,1,1,1,1,0,0
M50-2-637,1,1,1,1,1,1,1,1,1,0,0
M50-2-638,1,1,0,1,1,1,1,1,1,0,0
M50-2-639,1,1,0,1,1,1,0,1,1,0,0
M50-2-64,1,1,1,1,1,1,1,1,1,0,0
M50-2-640,1,1,0,1,1,1,1,1,1,0,0
M50-2-641,1,1,1,1,1,1,1,1,1,0,0
M50-2-642,1,1,1,1,1,1,0,1,1,0,0
M50-2-643,1,1,0,1,1,1,0,1,1,0,0
M50-2-644,1,1,1,1,1,1,0,1,1,0,0
M50-2-645,1,1,1,1,1,1,0,1,1,0,0
M50-2-646,1,1,1,1,1,1,1,1,1,0,0
M50-2-647,1,1,1,1,1,1,1,1,1,0,0
M50-2-648,1,1,1,1,1,1,0,1,1,0,0
M50-2-649,1,1,1,1,1,1,1,1,1,0,0
M50-2-65,1,1,1,1,1,1,1,1,1,0,0
M50-2-650,1,1,0,1,1,1,1,1,1,0,0
M50-2-651,1,1,1,1,1,1,0,1,1,0,0
M50-2-652,1,1,1,1,1,1,0,1,1,0,0
M50-2-653,1,1,1,1,1,1,0,1,1,0,0
M50-2-654,1,1,1,1,1,1,1,1,1,0,0
M50-2-655,1,1,0,1,1,1,0,1,1,0,0
M50-2-656,1,1,1,1,1,1,0,1,1,0,0
M50-2-657,1,1,1,1,1,1,0,1,1,0,0
M50-2-658,1,1,1,1,1,1,0,1,1,0,0
M50-2-659,1,1,0,1,1,1,0,1,1,0,0
M50-2-66,1,1,1,1,1,1,1,1,1,0,0
M50-2-660,1,1,1,1,1,1,0,1,1,0,0
M50-2-661,1,1,1,1,1,1,0,1,1,0,0
M50-2-662,1,1,1,1,1,1,0,1,1,0,0
M50-2-663,1,1,1,1,1,1,1,1,1,0,0
M50-2-664,1,1,1,1,1,1,1,1,1,0,0
M50-2-665,1,1,0,1,1,1,0,1,1,0,0
M50-2-666,1,1,1,1,1,1,1,1,1,0,0
M50-2-667,1,1,1,1,1,1,0,1,1,0,0
M50-2-668,1,1,0,1,1,1,1,1,1,0,0
M50-2-669,1,1,1,1,1,1,0,1,1,0,0
M50-2-67,1,1,0,1,1,1,0,1,1,0,0
M50-2-670,1,1,0,1,1,1,1,1,1,0,0
M50-2-671,1,1,1,1,1,1,0,1,1,0,0
M50-2-672,1,1,1,1,1,1,0,1,1,0,0
M50-2-673,1,1,1,1,1,1,1,1,1,0,0
M50-2-674,1,1,1,1,1,1,1,1,1,0,0
M50-2-675,1,1,0,1,1,1,0,1,1,0,0
M50-2-676,1,1,1,1,1,1,0,1,1,0,0
M50-2-677,1,1,1,1,1,1,0,1,1,0,0
M50-2-678,1,1,0,1,1,1,0,1,1,0,0
M50-2-679,1,1,1,1,1,1,1,1,1,0,0
M50-2-68,1,1,1,1,1,1,0,1,1,0,0
M50-2-680,1,1,0,1,1,1,1,1,1,0,0
M50-2-681,1,1,1,1,1,1,0,1,1,0,0
M50-2-682,1,1,0,1,1,1,1,1,1,0,0
M50-2-683,1,1,0,1,1,1,0,1,1,0,0
M50-2-69,1,1,0,1,1,1,0,1,1,0,0
M50-2-7,1,1,0,1,1,1,1,1,1,0,0
M50-2-70,1,1,1,1,1,1,1,1,1,0,0
M50-2-71,1,1,0,1,1,1,0,1,1,0,0
M50-2-72,1,1,0,1,1,1,1,1,1,0,0
M50-2-73,1,1,1,1,1,1,1,1,1,0,0
M50-2-74,1,1,1,1,1,1,1,1,1,0,0
M50-2-75,1,1,1,1,1,1,1,1,1,0,0
M50-2-76,1,1,0,1,1,1,0,1,1,0,0
M50-2-77,1,1,1,1,1,1,1,1,1,0,0
M50-2-78,1,1,1,1,1,1,1,1,1,0,0
M50-2-79,1,1,1,1,1,1,0,1,1,0,0
M50-2-8,1,1,0,1,1,1,0,1,1,0,0
M50-2-80,1,1,0,1,1,1,0,1,1,0,0
M50-2-81,1,1,1,1,1,1,0,1,1,0,0
M50-2-82,1,1,1,1,1,1,0,1,1,0,0
M50-2-83,1,1,1,1,1,1,1,1,1,0,0
M50-2-84,1,1,1,1,1,1,0,1,1,0,0
M50-2-85,1,1,1,1,1,1,1,1,1,0,0
M50-2-86,1,1,1,1,1,1,0,1,1,0,0
M50-2-87,1,1,0,1,1,1,0,1,1,0,0
M50-2-88,1,1,0,1,1,1,0,1,1,0,0
M50-2-89,1,1,1,1,1,1,1,1,1,0,0
M50-2-9,1,1,1,1,1,1,1,1,1,0,0
M50-2-90,1,1,0,1,1,1,0,1,1,0,0
M50-2-91,1,1,0,1,1,1,0,1,1,0,0
M50-2-92,1,1,1,1,1,1,1,1,1,0,0
M50-2-93,1,1,0,1,1,1,0,1,1,0,0
M50-2-94,1,1,1,1,1,1,0,1,1,0,0
M50-2-95,1,1,0,1,1,1,0,1,1,0,0
M50-2-96,1,1,1,1,1,1,0,1,1,0,0
M50-2-97,1,1,0,1,1,1,0,1,1,0,0
M50-2-98,1,1,1,1,1,1,1,1,1,0,0
M50-2-99,1,1,1,1,1,1,0,1,1,0,0
M65-3-1,1,1,1,1,1,1,0,1,1,0,0
M65-3-10,1,1,0,1,1,1,0,1,1,0,0
M65-3-100,1,1,0,1,1,1,0,1,1,0,0
M65-3-101,1,1,1,1,1,1,0,1,1,0,0
M65-3-102,1,1,1,1,1,1,1,1,1,0,0
M65-3-103,1,1,0,1,1,1,0,1,1,0,0
M65-3-104,1,1,0,1,1,1,1,1,1,0,0
M65-3-105,1,1,1,1,1,1,0,1,1,0,0
M65-3-106,1,1,1,1,1,1,1,1,1,0,0
M65-3-107,1,1,1,1,1,1,1,1,1,0,0
M65-3-108,1,1,0,1,1,1,0,1,1,0,0
M65-3-109,1,1,0,1,1,1,0,1,1,0,0
M65-3-11,1,1,1,1,1,1,1,1,1,0,0
M65-3-110,1,1,0,1,1,1,1,1,1,0,0
M65-3-111,1,1,1,1,1,1,0,1,1,0,0
M65-3-112,1,1,1,1,1,1,0,1,1,0,0
M65-3-113,1,1,0,1,1,1,0,1,1,0,0
M65-3-114,1,1,1,1,1,1,1,1,1,0,0
M65-3-115,1,1,1,1,1,1,0,1,1,0,0
M65-3-116,1,1,1,1,1,1,1,1,1,0,0
M65-3-117,1,1,1,1,1,1,0,1,1,0,0
M65-3-118,1,1,1,1,1,1,0,1,1,0,0
M65-3-119,1,1,1,1,1,1,0,1,1,0,0
M65-3-12,1,1,0,1,1,1,1,1,1,0,0
M65-3-120,1,1,1,1,1,1,0,1,1,0,0
M65-3-121,1,1,0,1,1,1,1,1,1,0,0
M65-3-122,1,1,0,1,1,1,0,1,1,0,0
M65-3-123,1,1,1,1,1,1,0,1,1,0,0
M65-3-124,1,1,1,1,1,1,1,1,1,0,0
M65-3-125,1,1,1,1,1,1,1,1,1,0,0
M65-3-126,1,1,1,1,1,1,0,1,1,0,0
M65-3-127,1,1,1,1,1,1,1,1,1,0,0
M65-3-128,1,1,1,1,1,1,1,1,1,0,0
M65-3-129,1,1,1,1,1,1,1,1,1,0,0
M65-3-13,1,1,0,1,1,1,1,1,1,0,0
M65-3-130,1,1,1,1,1,1,1,1,1,0,0
M65-3-131,1,1,0,1,1,1,1,1,1,0,0
M65-3-132,1,1,1,1,1,1,0,1,1,0,0
M65-3-133,1,1,1,1,1,1,1,1,1,0,0
M65-3-134,1,1,1,1,1,1,0,1,1,0,0
M65-3-135,1,1,0,1,1,1,0,1,1,0,0
M65-3-136,1,1,1,1,1,1,1,1,1,0,0
M65-3-137,1,1,1,1,1,1,1,1,1,0,0
M65-3-138,1,1,0,1,1,1,0,1,1,0,0
M65-3-139,1,1,0,1,1,1,1,1,1,0,0
M65-3-14,1,1,1,1,1,1,0,1,1,0,0
M65-3-140,1,1,1,1,1,1,1,1,1,0,0
M65-3-141,1,1,1,1,1,1,0,1,1,0,0
M65-3-142,1,1,1,1,1,1,0,1,1,0,0
M65-3-143,1,1,0,1,1,1,1,1,1,0,0
M65-3-144,1,1,0,1,1,1,1,1,1,0,0
M65-3-145,1,1,1,1,1,1,1,1,1,0,0
M65-3-146,1,1,0,1,1,1,1,1,1,0,0
M65-3-147,1,1,1,1,1,1,1,1,1,0,0
M65-3-148,1,1,1,1,1,1,0,1,1,0,0
M65-3-149,1,1,0,1,1,1,1,1,1,0,0
M65-3-15,1,1,1,1,1,1,1,1,1,0,0
M65-3-150,1,1,1,1,1,1,0,1,1,0,0
M65-3-151,1,1,0,1,1,1,0,1,1,0,0
M65-3-152,1,1,0,1,1,1,0,1,1,0,0
M65-3-153,1,1,0,1,1,1,0,1,1,0,0
M65-3-154,1,1,0,1,1,1,0,1,1,0,0
M65-3-155,1,1,1,1,1,1,0,1,1,0,0
M65-3-156,1,1,0,1,1,1,0,1,1,0,0
M65-3-157,1,1,1,1,1,1,1,1,1,0,0
M65-3-158,1,1,1,1,1,1,1,1,1,0,0
M65-3-159,1,1,1,1,1,1,1,1,1,0,0
M65-3-16,1,1,1,1,1,1,1,1,1,0,0
M65-3-160,1,1,1,1,1,1,0,1,1,0,0
M65-3-161,1,1,1,1,1,1,1,1,1,0,0
M65-3-162,1,1,1,1,1,1,0,1,1,0,0
M65-3-163,1,1,1,1,1,1,0,1,1,0,0
M65-3-164,1,1,1,1,1,1,1,1,1,0,0
M65-3-165,1,1,1,1,1,1,1,1,1,0,0
M65-3-166,1,1,1,1,1,1,0,1,1,0,0
M65-3-167,1,1,0,1,1,1,1,1,1,0,0
M65-3-168,1,1,0,1,1,1,0,1,1,0,0
M65-3-169,1,1,1,1,1,1,1,1,1,0,0
M65-3-17,1,1,1,1,1,1,0,1,1,0,0
M65-3-170,1,1,0,1,1,1,1,1,1,0,0
M65-3-171,1,1,0,1,1,1,1,1,1,0,0
M65-3-172,1,1,0,1,1,1,1,1,1,0,0
M65-3-173,1,1,0,1,1,1,0,1,1,0,0
M65-3-174,1,1,1,1,1,1,0,1,1,0,0
M65-3-175,1,1,0,1,1,1,0,1,1,0,0
M65-3-176,1,1,0,1,1,1,0,1,1,0,0
M65-3-177,1,1,1,1,1,1,1,1,1,0,0
M65-3-178,1,1,0,1,1,1,1,1,1,0,0
M65-3-179,1,1,1,1,1,1,0,1,1,0,0
M65-3-18,1,1,1,1,1,1,0,1,1,0,0
M65-3-180,1,1,1,1,1,1,0,1,1,0,0
M65-3-181,1,1,1,1,1,1,0,1,1,0,0
M65-3-182,1,1,1,1,1,1,1,1,1,0,0
M65-3-183,1,1,0,1,1,1,0,1,1,0,0
M65-3-184,1,1,1,1,1,1,1,1,1,0,0
M65-3-185,1,1,0,1,1,1,1,1,1,0,0
M65-3-186,1,1,1,1,1,1,1,1,1,0,0
M65-3-187,1,1,1,1,1,1,1,1,1,0,0
M65-3-188,1,1,1,1,1,1,0,1,1,0,0
M65-3-189,1,1,1,1,1,1,0,1,1,0,0
M65-3-19,1,1,0,1,1,1,1,1,1,0,0
M65-3-190,1,1,0,1,1,1,1,1,1,0,0
M65-3-191,1,1,0,1,1,1,0,1,1,0,0
M65-3-192,1,1,0,1,1,1,1,1,1,0,0
M65-3-193,1,1,0,1,1,1,1,1,1,0,0
M65-3-194,1,1,1,1,1,1,1,1,1,0,0
M65-3-195,1,1,0,1,1,1,1,1,1,0,0
M65-3-196,1,1,1,1,1,1,1,1,1,0,0
M65-3-197,1,1,0,1,1,1,0,1,1,0,0
M65-3-198,1,1,0,1,1,1,0,1,1,0,0
M65-3-199,1,1,0,1,1,1,0,1,1,0,0
M65-3-2,1,1,1,1,1,1,1,1,1,0,0
M65-3-20,1,1,0,1,1,1,1,1,1,0,0
M65-3-200,1,1,1,1,1,1,1,1,1,0,0
M65-3-201,1,1,0,1,1,1,1,1,1,0,0
M65-3-202,1,1,0,1,1,1,0,1,1,0,0
M65-3-203,1,1,1,1,1,1,0,1,1,0,0
M65-3-204,1,1,0,1,1,1,0,1,1,0,0
M65-3-205,1,1,1,1,1,1,0,1,1,0,0
M65-3-206,1,1,1,1,1,1,1,1,1,0,0
M65-3-207,1,1,0,1,1,1,1,1,1,0,0
M65-3-208,1,1,0,1,1,1,0,1,1,0,0
M65-3-209,1,1,0,1,1,1,0,1,1,0,0
M65-3-21,1,1,0,1,1,1,0,1,1,0,0
M65-3-210,1,1,1,1,1,1,1,1,1,0,0
M65-3-211,1,1,0,1,1,1,1,1,1,0,0
M65-3-212,1,1,1,1,1,1,1,1,1,0,0
M65-3-213,1,1,0,1,1,1,1,1,1,0,0
M65-3-214,1,1,0,1,1,1,0,1,1,0,0
M65-3-215,1,1,0,1,1,1,0,1,1,0,0
M65-3-216,1,1,0,1,1,1,0,1,1,0,0
M65-3-217,1,1,1,1,1,1,0,1,1,0,0
M65-3-218,1,1,1,1,1,1,1,1,1,0,0
M65-3-219,1,1,0,1,1,1,1,1,1,0,0
M65-3-22,1,1,1,1,1,1,1,1,1,0,0
M65-3-220,1,1,0,1,1,1,0,1,1,0,0
M65-3-221,1,1,0,1,1,1,1,1,1,0,0
M65-3-222,1,1,0,1,1,1,1,1,1,0,0
M65-3-223,1,1,0,1,1,1,0,1,1,0,0
M65-3-224,1,1,0,1,1,1,1,1,1,0,0
M65-3-225,1,1,1,1,1,1,1,1,1,0,0
M65-3-226,1,1,1,1,1,1,1,1,1,0,0
M65-3-227,1,1,0,1,1,1,0,1,1,0,0
M65-3-228,1,1,0,1,1,1,0,1,1,0,0
M65-3-229,1,1,1,1,1,1,0,1,1,0,0
M65-3-23,1,1,1,1,1,1,1,1,1,0,0
M65-3-230,1,1,1,1,1,1,1,1,1,0,0
M65-3-231,1,1,1,1,1,1,1,1,1,0,0
M65-3-232,1,1,0,1,1,1,1,1,1,0,0
M65-3-233,1,1,0,1,1,1,0,1,1,0,0
M65-3-234,1,1,0,1,1,1,0,1,1,0,0
M65-3-235,1,1,1,1,1,1,1,1,1,0,0
M65-3-236,1,1,0,1,1,1,1,1,1,0,0
M65-3-237,1,1,0,1,1,1,0,1,1,0,0
M65-3-238,1,1,0,1,1,1,1,1,1,0,0
M65-3-239,1,1,0,1,1,1,0,1,1,0,0
M65-3-24,1,1,1,1,1,1,1,1,1,0,0
M65-3-240,1,1,0,1,1,1,0,1,1,0,0
M65-3-241,1,1,0,1,1,1,0,1,1,0,0
M65-3-242,1,1,0,1,1,1,0,1,1,0,0
M65-3-243,1,1,0,1,1,1,1,1,1,0,0
M65-3-244,1,1,1,1,1,1,0,1,1,0,0
M65-3-245,1,1,1,1,1,1,0,1,1,0,0
M65-3-246,1,1,1,1,1,1,1,1,1,0,0
M65-3-247,1,1,0,1,1,1,0,1,1,0,0
M65-3-248,1,1,1,1,1,1,1,1,1,0,0
M65-3-249,1,1,0,1,1,1,0,1,1,0,0
M65-3-25,1,1,1,1,1,1,0,1,1,0,0
M65-3-250,1,1,1,1,1,1,0,1,1,0,0
M65-3-251,1,1,1,1,1,1,1,1,1,0,0
M65-3-252,1,1,0,1,1,1,1,1,1,0,0
M65-3-253,1,1,1,1,1,1,1,1,1,0,0
M65-3-254,1,1,1,1,1,1,0,1,1,0,0
M65-3-255,1,1,0,1,1,1,0,1,1,0,0
M65-3-256,1,1,1,1,1,1,1,1,1,0,0
M65-3-257,1,1,0,1,1,1,0,1,1,0,0
M65-3-258,1,1,1,1,1,1,0,1,1,0,0
M65-3-259,1,1,1,1,1,1,0,1,1,0,0
M65-3-26,1,1,0,1,1,1,1,1,1,0,0
M65-3-260,1,1,1,1,1,1,0,1,1,0,0
M65-3-261,1,1,0,1,1,1,1,1,1,0,0
M65-3-262,1,1,0,1,1,1,1,1,1,0,0
M65-3-263,1,1,1,1,1,1,1,1,1,0,0
M65-3-264,1,1,0,1,1,1,0,1,1,0,0
M65-3-265,1,1,1,1,1,1,0,1,1,0,0
M65-3-266,1,1,0,1,1,1,0,1,1,0,0
M65-3-267,1,1,0,1,1,1,1,1,1,0,0
M65-3-268,1,1,1,1,1,1,0,1,1,0,0
M65-3-269,1,1,1,1,1,1,0,1,1,0,0
M65-3-27,1,1,0,1,1,1,0,1,1,0,0
M65-3-270,1,1,0,1,1,1,0,1,1,0,0
M65-3-271,1,1,0,1,1,1,1,1,1,0,0
M65-3-272,1,1,1,1,1,1,1,1,1,0,0
M65-3-273,1,1,0,1,1,1,1,1,1,0,0
M65-3-274,1,1,0,1,1,1,1,1,1,0,0
M65-3-275,1,1,0,1,1,1,0,1,1,0,0
M65-3-276,1,1,0,1,1,1,0,1,1,0,0
M65-3-277,1,1,1,1,1,1,1,1,1,0,0
M65-3-278,1,1,0,1,1,1,0,1,1,0,0
M65-3-279,1,1,1,1,1,1,1,1,1,0,0
M65-3-28,1,1,1,1,1,1,1,1,1,0,0
M65-3-280,1,1,0,1,1,1,1,1,1,0,0
M65-3-281,1,1,0,1,1,1,1,1,1,0,0
M65-3-282,1,1,1,1,1,1,0,1,1,0,0
M65-3-283,1,1,0,1,1,1,1,1,1,0,0
M65-3-284,1,1,1,1,1,1,0,1,1,0,0
M65-3-285,1,1,1,1,1,1,0,1,1,0,0
M65-3-286,1,1,0,1,1,1,1,1,1,0,0
M65-3-287,1,1,1,1,1,1,1,1,1,0,0
M65-3-288,1,1,0,1,1,1,1,1,1,0,0
M65-3-289,1,1,0,1,1,1,1,1,1,0,0
M65-3-29,1,1,0,1,1,1,0,1,1,0,0
M65-3-290,1,1,1,1,1,1,0,1,1,0,0
M65-3-291,1,1,0,1,1,1,1,1,1,0,0
M65-3-292,1,1,1,1,1,1,0,1,1,0,0
M65-3-293,1,1,1,1,1,1,0,1,1,0,0
M65-3-294,1,1,0,1,1,1,1,1,1,0,0
M65-3-295,1,1,1,1,1,1,0,1,1,0,0
M65-3-296,1,1,1,1,1,1,0,1,1,0,0
M65-3-297,1,1,0,1,1,1,0,1,1,0,0
M65-3-298,1,1,0,1,1,1,0,1,1,0,0
M65-3-299,1,1,0,1,1,1,0,1,1,0,0
M65-3-3,1,1,1,1,1,1,1,1,1,0,0
M65-3-30,1,1,1,1,1,1,1,1,1,0,0
M65-3-300,1,1,1,1,1,1,0,1,1,0,0
M65-3-301,1,1,0,1,1,1,0,1,1,0,0
M65-3-302,1,1,0,1,1,1,1,1,1,0,0
M65-3-303,1,1,0,1,1,1,1,1,1,0,0
M65-3-304,1,1,1,1,1,1,1,1,1,0,0
M65-3-305,1,1,1,1,1,1,1,1,1,0,0
M65-3-306,1,1,0,1,1,1,1,1,1,0,0
M65-3-307,1,1,1,1,1,1,0,1,1,0,0
M65-3-308,1,1,1,1,1,1,0,1,1,0,0
M65-3-309,1,1,1,1,1,1,1,1,1,0,0
M65-3-31,1,1,0,1,1,1,1,1,1,0,0
M65-3-310,1,1,1,1,1,1,0,1,1,0,0
M65-3-311,1,1,1,1,1,1,1,1,1,0,0
M65-3-312,1,1,1,1,1,1,1,1,1,0,0
M65-3-313,1,1,0,1,1,1,0,1,1,0,0
M65-3-314,1,1,1,1,1,1,0,1,1,0,0
M65-3-315,1,1,0,1,1,1,0,1,1,0,0
M65-3-316,1,1,0,1,1,1,0,1,1,0,0
M65-3-317,1,1,0,1,1,1,1,1,1,0,0
M65-3-318,1,1,1,1,1,1,0,1,1,0,0
M65-3-319,1,1,0,1,1,1,1,1,1,0,0
M65-3-32,1,1,0,1,1,1,1,1,1,0,0
M65-3-320,1,1,1,1,1,1,0,1,1,0,0
M65-3-321,1,1,0,1,1,1,1,1,1,0,0
M65-3-322,1,1,0,1,1,1,1,1,1,0,0
M65-3-323,1,1,1,1,1,1,0,1,1,0,0
M65-3-324,1,1,0,1,1,1,0,1,1,0,0
M65-3-325,1,1,1,1,1,1,1,1,1,0,0
M65-3-326,1,1,1,1,1,1,0,1,1,0,0
M65-3-327,1,1,1,1,1,1,0,1,1,0,0
M65-3-328,1,1,1,1,1,1,1,1,1,0,0
M65-3-329,1,1,1,1,1,1,0,1,1,0,0
M65-3-33,1,1,0,1,1,1,0,1,1,0,0
M65-3-330,1,1,0,1,1,1,1,1,1,0,0
M65-3-331,1,1,0,1,1,1,0,1,1,0,0
M65-3-332,1,1,0,1,1,1,1,1,1,0,0
M65-3-333,1,1,1,1,1,1,1,1,1,0,0
M65-3-334,1,1,1,1,1,1,0,1,1,0,0
M65-3-335,1,1,0,1,1,1,0,1,1,0,0
M65-3-336,1,1,1,1,1,1,1,1,1,0,0
M65-3-337,1,1,1,1,1,1,0,1,1,0,0
M65-3-338,1,1,1,1,1,1,1,1,1,0,0
M65-3-339,1,1,1,1,1,1,1,1,1,0,0
M65-3-34,1,1,0,1,1,1,0,1,1,0,0
M65-3-340,1,1,1,1,1,1,1,1,1,0,0
M65-3-341,1,1,1,1,1,1,0,1,1,0,0
M65-3-342,1,1,0,1,1,1,1,1,1,0,0
M65-3-343,1,1,1,1,1,1,1,1,1,0,0
M65-3-344,1,1,0,1,1,1,1,1,1,0,0
M65-3-345,1,1,0,1,1,1,1,1,1,0,0
